forward_scenario,load_w,phase_deg,temperature_c,grounding,added_cps_pf,repeat,true_rs_ohm,true_cps_pf,estimated_rs_ohm,estimated_ls_uh,estimated_cps_pf,cps_error_pct,true_ips_rms_a,predicted_ips_rms_a,total_capacitive_source_rms_a,cps_only_total_source_error_pct,valid_frequency_count,median_condition,physics_fit_cost
weak_cross_mode,250.0,5.572516323178269,25.0,asymmetric,0.0,1,0.095,28.36,0.3799999999999992,95.98307265429008,28.85432200928618,1.7430254206141698,0.025716510169269815,0.026164755478815013,0.05730972658729351,54.34500033958256,105,2.4202346655055935,0.0007090879919317481
weak_cross_mode,250.0,5.572516323178269,25.0,asymmetric,0.0,2,0.095,28.36,0.37999999999999917,95.9882818352492,28.823853067325498,1.6355890949418148,0.025716510169269815,0.026137126605197996,0.05730972658729351,54.39321008557557,105,2.417097929383029,0.000707665971349739
weak_cross_mode,250.0,5.572516323178269,25.0,asymmetric,5.0,0,0.095,33.36,0.37999999999999995,95.97619819604422,33.98776959074591,1.8818033295740733,0.030250450608139672,0.030819704594894803,0.05353362000666873,42.429253633407264,105,2.419391571870819,0.0006336227027601966
weak_cross_mode,250.0,5.572516323178269,25.0,asymmetric,5.0,1,0.095,33.36,0.37999999999999995,95.97839481899473,33.950257429957674,1.769356804429472,0.030250450608139672,0.03078568901434537,0.05353362000666873,42.49279422816845,105,2.4194863319296194,0.0006221720496270899
weak_cross_mode,250.0,5.572516323178269,25.0,asymmetric,5.0,2,0.095,33.36,0.37999999999999995,95.98289751026277,33.94640298417398,1.7578027103536544,0.030250450608139672,0.030782193848823743,0.05353362000666873,42.499323144989674,105,2.41844698770394,0.0006235963175848379
weak_cross_mode,250.0,5.572516323178269,25.0,asymmetric,10.0,0,0.095,38.36,0.37999999999999995,96.00389545773035,38.59224506817525,0.6054355270470694,0.034784391047009526,0.0349949881082751,0.049883919376216904,29.847156065768917,105,2.4182581594440022,0.0005786034653302036
weak_cross_mode,250.0,5.572516323178269,25.0,asymmetric,10.0,1,0.095,38.36,0.37999999999999995,95.99384046264177,38.71346820762756,0.9214499677465015,0.034784391047009526,0.03510491180709301,0.049883919376216904,29.626797079962525,105,2.4176901742418244,0.0005846691420058882
weak_cross_mode,250.0,5.572516323178269,25.0,asymmetric,10.0,2,0.095,38.36,0.37999999999999995,95.9965875635621,38.66327186020171,0.7905940046968474,0.034784391047009526,0.035059394357197494,0.049883919376216904,29.718043819322027,105,2.4206747097950005,0.0005812081359196261
weak_cross_mode,250.0,5.572516323178269,80.0,baseline,0.0,0,0.11553425,28.36,0.3799999999999992,95.9845409260233,28.810123390625765,1.5871769768186352,0.025716510169269815,0.02612467669791769,0.01000257559896507,161.17949761480145,105,2.41902543648261,0.0007057860582545485
weak_cross_mode,250.0,5.572516323178269,80.0,baseline,0.0,1,0.11553425,28.36,0.37999999999999917,95.9846817889621,28.814912511833015,1.6040638640092275,0.025716510169269815,0.02612901941597933,0.01000257559896507,161.22291361319782,105,2.4170282291249228,0.0007032405035115764
