noise_pct,fault_change_pct,fault_section,repeat,predicted_section,full_location_correct,predicted_group,true_group,group_location_correct,full_true_section_amplitude_error_pct,group_true_amplitude_error_pct,delta_cps1_pct,delta_cps2_pct,delta_cps3_pct,delta_cps4_pct
0.05,5.0,1,14,1,1,1,1,1,1.9543839122501474,1.2683784015490067,5.100170198437303,0.08187711716648063,0.09506187960289773,-0.29464205576939817
0.05,5.0,1,15,1,1,1,1,1,14.019806483319956,14.015459385169368,5.7206921533135615,-0.17358241532079166,-0.20057383595097886,0.6489914612133196
0.05,5.0,1,16,1,1,1,1,1,19.09347862371221,13.993701310150813,5.982722942988119,-0.6948429005231498,0.26863408021250174,0.2981742050741937
0.05,5.0,1,17,1,1,1,1,1,7.26970843713965,4.417864550748746,5.373086040321323,-0.3429024346644013,0.15166129293115094,0.09317946276667062
0.05,5.0,1,18,1,1,1,1,1,2.11583358557743,2.2096692121911516,5.108449428949915,0.31603626502493115,0.1275687837149037,-0.6583295205699305
0.05,5.0,1,19,1,1,1,1,1,0.371967956612651,2.7051131162254602,5.019057525815917,0.396803715858296,-0.17786148368653162,-0.05905180619630546
0.05,5.0,1,20,1,1,1,1,1,9.21750865972485,9.589563227272334,5.47327336249208,0.4516905391681345,0.1613012125573312,-1.0129315341519185
0.05,5.0,1,21,1,1,1,1,1,9.13602495874318,5.602302172483083,5.469080247067319,-0.4356991717942883,0.20068243969801167,0.14471042925265765
0.05,5.0,1,22,1,1,1,1,1,8.941130556990924,5.891364047445651,4.542946459124095,0.16812869067430308,-0.44599558892648267,0.7687853934067151
0.05,5.0,1,23,1,1,1,1,1,4.463656583915157,2.860520923317381,5.2289208487386025,-0.20272501585442992,0.04618094230824654,0.14356786256075607
0.05,5.0,1,24,1,1,1,1,1,7.192188542991752,0.8653659190878644,5.369100686017619,-0.8287574812156177,0.39662332208997997,0.3501179763991659
0.05,5.0,1,25,1,1,1,1,1,1.0392445238240848,2.1026020462306896,4.94677333892988,0.2684679878375779,-0.40343117898804853,0.4791912602525308
0.05,5.0,1,26,1,1,1,1,1,8.50418739200632,6.2675774876307555,5.436571821026567,-0.23052950201217717,0.12779985789265944,0.006602005926509482
0.05,5.0,1,27,1,1,1,1,1,0.20547496953430647,0.4867812472465819,4.989474112256126,0.4156793368064216,0.09820326128395584,-0.7384415279448102
0.05,5.0,1,28,1,1,1,1,1,2.892317392407032,6.115339312826236,4.851932026420754,-0.2695350903459734,0.27396994347986775,-0.20797731701713953
0.05,5.0,1,29,1,1,1,1,1,3.1614271042952757,3.207650062600552,4.838165968989316,0.06598071492233108,-0.016144490198346826,-0.03165510625377121
0.05,5.0,1,30,1,1,1,1,1,9.37401278606423,7.409495770848463,5.481327463607272,-0.263004563892348,0.05652550841658432,0.1456921004389171
0.05,5.0,1,31,1,1,1,1,1,2.4717119081008985,0.9749906925100216,4.873451329902034,0.37148199620686795,-0.3799949645190304,0.32613055006516023
0.05,5.0,1,32,1,1,1,1,1,1.986459004477058,0.10791385974232416,5.101814975386039,-0.16151208278415904,0.16001992503233978,-0.10276710369667938
0.05,5.0,1,33,1,1,1,1,1,11.465444081651153,11.884031922152936,5.589016890856692,0.04319287460629541,-0.11688480939548387,0.22971633932832417
0.05,5.0,1,34,1,1,1,1,1,3.0637802095939954,3.003768877583804,5.157073825941795,-0.6018481238340433,0.5066601361764942,-0.27771357683724623
0.05,5.0,1,35,1,1,1,1,1,4.177356424472672,0.0518535251414369,4.78621333644901,0.7015965562488673,-0.28504716561635707,-0.33338474422339104
0.05,5.0,1,36,1,1,1,1,1,7.788348575533218,5.123794079969717,5.399753586297513,-0.13391027328412625,0.2677931622987521,-0.37002495165224375
0.05,5.0,1,37,1,1,1,1,1,15.529551317246792,16.449497680063725,5.798595441933337,-0.0426868497142078,-0.26274673846951285,0.6157082070054548
0.05,5.0,1,38,1,1,1,1,1,6.717164575884202,0.11086334649861443,5.3446826489325305,-1.0620443810878344,0.3151539156692838,0.7935309875491933
0.05,5.0,1,39,1,1,1,1,1,1.9234429247951064,0.7424090885086108,5.098583601577522,-0.565490337975005,-0.020459140644881996,0.8511015901774194
0.05,5.0,1,40,1,1,1,1,1,0.4653581002551779,1.2601325736567723,5.023842849659409,-0.5415992429241525,-0.1550453747464712,1.1289578732116399
0.05,5.0,1,41,1,1,1,1,1,5.902530777764164,10.65700648294516,5.30282054820963,0.5050895463786058,-0.5037659270605442,0.4819920064609209
0.05,5.0,1,42,1,1,1,1,1,7.190767990250518,10.971342343707269,5.369027655771398,0.5842411298103186,-0.2971257140191979,-0.1232446601516444
0.05,5.0,1,43,1,1,1,1,1,8.590255881810446,3.9406955292087456,4.560844941716431,0.3109205731107475,-0.6107020925222006,0.9199116886685454
0.05,5.0,1,44,1,1,1,1,1,4.212818864603816,3.393877786502423,5.216043286298937,-0.6525695015179493,0.7200384243567969,-0.7109231409982029
0.05,5.0,1,45,1,1,1,1,1,14.693564608316317,9.8866537021165,5.755451185604925,-0.4096700460983032,0.4200620934983435,-0.39601996935893413
0.05,5.0,1,46,1,1,1,1,1,7.239563815282951,5.18435991348464,5.371536265412258,-0.15689937868176504,0.150681798954107,-0.12060508270837077
0.05,5.0,1,47,1,1,1,1,1,11.633350881815932,3.545189844674058,5.597667308987877,-0.550120558802798,0.868398778725497,-1.1038857862782627
0.05,5.0,1,48,1,1,1,1,1,3.615224300789204,3.153686195803517,5.185370193261188,0.017321564801415577,0.012885170743546495,-0.0400811117976221
