scenario,added_cps_pf,repeat,true_cps_pf,model_only_3p_cps_pf,model_only_3p_ls_uh,model_only_3p_rs_ohm,reconstructed_2p_cps_pf,reconstructed_2p_ls_uh,reconstructed_2p_cost_rms,reconstructed_3p_cps_pf,reconstructed_3p_ls_uh,reconstructed_3p_rs_ohm,reconstructed_3p_cost_rms,log_residual_3p,valid_frequency_count,median_excitation_condition,median_sigma_ratio
secondary_mode,5.0,2,33.36,32.71008482183192,96.09314145126191,0.2828656292903373,32.53507148224425,96.09871234982933,0.0006579196293090702,32.53556139619312,96.09866921365912,0.28282086689995717,0.0006561310207184463,-0.025023889545913613,2804,2.373683370031582,0.6490657715853579
secondary_mode,5.0,3,33.36,32.71044224423863,96.09295212136269,0.285760962649808,32.70295576093055,96.09133174665294,0.0006596148469590043,32.70338969981179,96.0912909839354,0.285916627633194,0.0006577739684323704,-0.019878844415018426,2807,2.3756718718706415,0.6487939212470234
secondary_mode,5.0,4,33.36,32.726299505119705,96.09208029416969,0.28549536731398484,32.71042972065668,96.08994464270042,0.0006572306382336766,32.7108568326532,96.08990436130777,0.28529818017122927,0.0006553923994849318,-0.019650541460549863,2804,2.3754018908414984,0.6488307948095413
secondary_mode,10.0,0,38.36,38.598389973576936,96.0769917704896,0.2879582031750461,38.568447543674424,96.07692234378048,0.0006864442389978751,38.568569168208604,96.07687340658448,0.28785351850335894,0.000684636498326797,0.00542242450378818,2804,2.373154143653012,0.6491380211696627
secondary_mode,10.0,1,38.36,38.61496329328544,96.08117491492098,0.2848501224772304,38.55690183889719,96.08103213431978,0.0006737620560402474,38.55698712469373,96.08098446794357,0.28443258284360146,0.0006719864503250576,0.005122081941383771,2805,2.3756201920036877,0.6488009782255112
secondary_mode,10.0,2,38.36,38.615367800095825,96.07941037926055,0.287923517762411,38.64809374760228,96.0768944207356,0.0006847313462730563,38.64821120086885,96.07684572073454,0.2877212332750314,0.0006829215298477284,0.00748524195151761,2803,2.3756978783860183,0.6487903700978185
secondary_mode,10.0,3,38.36,38.612784117592284,96.08172177139535,0.2846947957397004,38.60948926951913,96.07967986030205,0.0006846145556740526,38.60958469392624,96.07963076654895,0.284918970710455,0.0006828569138724795,0.006485303764989834,2803,2.373191718480416,0.6491328505131003
secondary_mode,10.0,4,38.36,37.888011113084694,96.09401097129819,0.2853679992560362,37.887691239679675,96.09291558426219,0.0006860128337564722,37.88815047425614,96.09285616805612,0.2853992607089689,0.0006842512135359075,-0.012376839207103389,2805,2.3761570276017423,0.6487276835880323
secondary_mode,20.0,0,48.36,47.621174915723856,96.06627170680886,0.29641581696038377,47.59818248755316,96.06554676630479,0.0007663779425592268,47.59887286819012,96.06546226856602,0.2962053482956702,0.0007646153813159142,-0.015863944029278657,2803,2.3789513797014865,0.6483465689883569
secondary_mode,20.0,1,48.36,47.621548763463366,96.06577718833911,0.2900785309683509,47.651358915871434,96.06515826490875,0.0007540510887291158,47.65203937736128,96.06507750371136,0.28993989615952337,0.000752371120707378,-0.01474759745706796,2805,2.371954217367531,0.6493021619338609
secondary_mode,20.0,2,48.36,47.62293432146099,96.06599969898163,0.2960783739115169,47.658447688894135,96.06648511629247,0.0007697907934592942,47.659169272200906,96.06639951992966,0.2961543038393069,0.0007680357041471218,-0.014597984521633607,2802,2.3777513918955493,0.6485103352308883
secondary_mode,20.0,3,48.36,47.62152968199396,96.06630562396138,0.2925122295910463,47.659644405663215,96.06755247414551,0.0007613821277049089,47.66033790691497,96.06746924128358,0.29223834530338805,0.000759677508424432,-0.0145734641532702,2804,2.3751875120288832,0.648860080141378
secondary_mode,20.0,4,48.36,47.63283082424718,96.06759638732343,0.2926810526377882,47.62817809852813,96.06758771467328,0.0007563019933840003,47.62886205756191,96.0675055574709,0.29229905355588987,0.0007545860258895618,-0.015234102515426236,2805,2.3814641273265638,0.6480044346591406
probe_mismatch,0.0,0,28.36,28.360000000000046,96.00000000000003,0.09500000000000001,28.115952735714938,96.78750413718154,0.00022417069477562976,28.11607978029333,96.78750258359025,0.023750003896479865,0.00022058992315907635,-0.008638054813628893,2755,2.3554449755297213,0.6515736581752203
probe_mismatch,0.0,1,28.36,28.360000000000046,96.00000000000003,0.09500000000000001,28.139865278755217,96.7867938976845,0.00021785001703276459,28.140000543980538,96.78679170346628,0.023750003543275958,0.00021413722656623145,-0.007787630646463691,2758,2.3515643581038557,0.6521110627061792
